员工ID,员工姓名,员工性别,员工电话,员工邮箱,员工状态,员工职位,员工部门,员工入职时间,员工离职时间,备注
1368,刘艳,女,15661885444,min45@example.com,离职,市场经理,市场部,2020-04-14,2020-08-06,支持作为原因工作.
1369,王瑞,女,15150006265,wgu@example.com,离职,前端工程师,技术部,2014-08-26,2017-04-20,
1370,余杨,男,18722000334,fuming@example.net,在职,HR专员,人事部,2016-04-23,,
1371,汪淑兰,女,18298145978,qiangliao@example.net,在职,架构师,技术部,2014-04-16,,作者本站信息所以新闻中国同时觉得.
1372,孙军,女,15337336670,clin@example.com,在职,市场经理,市场部,2016-10-22,,
1373,桑想,男,14535439751,zhongjie@example.com,在职,销售经理,销售部,2016-12-20,,
1374,田洋,男,13416439818,li24@example.org,在职,人事经理,人事部,2020-05-21,,
1375,周秀珍,女,18898694678,maoxiuying@example.org,在职,人事经理,人事部,2014-05-09,,
1376,潘岩,女,15927376469,panqiang@example.net,在职,市场经理,市场部,2017-03-14,,
1377,李桂兰,男,18799719847,jing13@example.net,在职,HR专员,人事部,2018-07-29,,
1378,郭霞,女,15028637639,jinghao@example.com,在职,销售经理,销售部,2016-08-02,,
1379,胥桂香,男,13000613109,yan08@example.net,离职,财务主管,财务部,2016-12-27,2019-02-28,
1380,崔琳,女,13000146252,xiamo@example.net,在职,架构师,技术部,2019-11-25,,
1381,陈丹,男,13886852001,xiulan81@example.org,在职,市场专员,市场部,2018-09-16,,
1382,何凤英,男,13821590304,luojun@example.net,在职,HR专员,人事部,2019-02-22,,
1383,纪玉华,女,18009347004,ping21@example.org,在职,市场经理,市场部,2019-11-17,,
1384,杜淑珍,男,14508239181,fanggong@example.org,在职,销售经理,销售部,2014-03-07,,
1385,林晶,男,13620700554,na35@example.com,离职,市场经理,市场部,2017-12-08,2019-10-11,
1386,孙丽,女,18547871890,yuanli@example.com,在职,测试工程师,技术部,2018-11-16,,
1387,史淑珍,女,13638228445,weibai@example.net,在职,出纳,财务部,2020-10-28,,个人任何谢谢电子.
1388,赵小红,男,18772165568,lei19@example.net,在职,销售代表,销售部,2020-03-26,,
1389,宋晨,男,15915497003,jinghe@example.org,在职,市场经理,市场部,2017-11-04,,
1390,辛博,女,15275183884,xiaxu@example.com,在职,销售代表,销售部,2017-06-24,,
1391,朱倩,女,13533359457,xchen@example.com,在职,人事经理,人事部,2014-01-24,,
1392,包秀荣,男,18055987587,kangli@example.net,在职,前端工程师,技术部,2018-07-18,,你们汽车如果客户一起.
1393,张莹,女,15101606427,lei66@example.org,在职,销售经理,销售部,2014-07-14,,
1394,邢桂兰,女,18965309221,yiwei@example.com,在职,会计,财务部,2013-06-21,,
1395,娄浩,女,13907600667,weizhang@example.com,在职,销售代表,销售部,2016-08-24,,
1396,陈超,男,14796000692,mwan@example.org,在职,市场专员,市场部,2018-04-25,,
1397,朱玉珍,男,13110188739,zcai@example.org,在职,前端工程师,技术部,2020-06-15,,关系一直只是软件免费很多他们地方.
1398,李洁,女,18550849978,qiang43@example.net,离职,销售代表,销售部,2014-08-20,2019-07-16,标题类型一切出来本站商品科技.
1399,张桂英,女,18083913728,gangyao@example.org,在职,市场专员,市场部,2016-11-12,,
1400,劳健,女,15069489792,xiulanwan@example.org,在职,HR专员,人事部,2015-08-26,,
1401,许琴,女,18976322677,xiulan66@example.com,在职,前端工程师,技术部,2018-04-28,,
1402,赵玉兰,女,13764754211,wuxia@example.net,离职,会计,财务部,2018-12-22,2020-10-06,经济必须数据行业.
1403,边鑫,女,13693382340,shenxiuying@example.com,在职,前端工程师,技术部,2020-02-20,,
1404,樊平,女,15071084328,qiangdeng@example.net,在职,人事经理,人事部,2020-04-19,,
1405,庄芳,女,15583183731,jie75@example.org,离职,财务主管,财务部,2015-01-28,2019-09-06,
1406,孙璐,男,18125358642,yonglai@example.org,在职,市场经理,市场部,2019-10-03,,
1407,原博,女,13521704003,li73@example.com,离职,会计,财务部,2014-12-05,2018-02-19,
1408,黄畅,男,15160341778,qqiao@example.net,在职,出纳,财务部,2019-02-18,,一次语言信息欢迎资料上海之后.
1409,张畅,女,15978709453,tiantao@example.org,在职,市场经理,市场部,2020-03-25,,
1410,蔡旭,男,15216320149,leiyin@example.com,离职,出纳,财务部,2016-07-01,2016-11-09,更新事情设计.
1411,李俊,女,18220234746,xiagong@example.com,在职,架构师,技术部,2015-02-28,,
1412,岳玉珍,女,18731003653,li98@example.org,在职,会计,财务部,2016-09-01,,国内全部其中研究认为.
1413,李冬梅,女,18721752439,dzeng@example.net,在职,财务主管,财务部,2019-06-30,,
1414,杨洋,男,13244273661,nwei@example.net,在职,市场专员,市场部,2013-07-08,,
1415,张帆,女,15552075742,tao12@example.com,离职,前端工程师,技术部,2019-06-15,2020-07-06,
1416,黎军,男,13617932027,daimin@example.com,在职,HR专员,人事部,2015-10-08,,如何发表用户数据女人发表.
1417,张荣,男,14724121663,khao@example.org,在职,销售经理,销售部,2017-07-16,,
1418,傅平,女,13960576282,ccao@example.net,在职,会计,财务部,2014-08-14,,
1419,覃晨,女,18720814512,guiyingdai@example.com,在职,销售代表,销售部,2018-11-19,,
1420,杨玉梅,女,15236411339,liangmin@example.com,在职,销售经理,销售部,2017-03-16,,
1421,李凯,女,13232196771,guiying55@example.com,在职,前端工程师,技术部,2019-07-15,,
1422,孙颖,男,13284229002,xueqiang@example.com,在职,出纳,财务部,2019-08-10,,
1423,林磊,男,15882812645,xiuying57@example.net,离职,市场专员,市场部,2017-02-15,2020-04-14,
1424,吕桂荣,男,18550038408,wgong@example.com,离职,市场经理,市场部,2014-10-03,2016-09-25,
1425,赵丹,男,13050810696,shenjing@example.net,在职,市场专员,市场部,2015-07-26,,
1426,刘畅,男,15109392335,vpan@example.org,离职,人事经理,人事部,2017-07-03,2020-09-29,文件名称一切处理不过.
1427,邱红梅,男,13587252112,leilin@example.net,在职,会计,财务部,2014-08-04,,一切必须这里品牌城市设备.
1428,邹桂珍,女,14557054748,weizhang@example.com,离职,销售经理,销售部,2015-11-20,2019-11-16,
1429,邹勇,男,15914212905,maxia@example.org,离职,销售代表,销售部,2014-08-01,2015-04-22,
1430,王雷,男,15174512418,fang10@example.com,在职,市场专员,市场部,2013-11-11,,全部活动密码主题的话经营查看.
1431,陈丹丹,女,15194507521,zyuan@example.org,在职,测试工程师,技术部,2013-09-07,,
1432,元晶,男,14595112115,oliang@example.net,在职,销售代表,销售部,2019-03-16,,方式一下有限选择可以.
1433,凌坤,女,18045065387,zhangming@example.org,在职,后端工程师,技术部,2015-10-18,,
1434,温秀珍,女,15537713579,gongchao@example.com,在职,人事经理,人事部,2017-09-27,,一起专业增加中国可以以下.
1435,韦秀云,男,13922367377,xiuyinggu@example.org,在职,市场专员,市场部,2017-02-17,,
1436,王丽,男,14517055529,yixiulan@example.com,离职,市场经理,市场部,2013-08-07,2016-02-10,
1437,袁琴,女,15333225253,tao71@example.org,在职,财务主管,财务部,2013-11-14,,学校电脑以后基本重要.
1438,王林,女,13011890448,weiyu@example.net,在职,市场专员,市场部,2020-11-22,,
1439,萧金凤,男,13969513923,dzhong@example.net,在职,HR专员,人事部,2016-07-01,,
1440,彭亮,女,13932852625,longjing@example.org,在职,销售代表,销售部,2013-12-25,,来自学校知道为了活动说明系统.
1441,董俊,女,15341247724,shiping@example.net,在职,HR专员,人事部,2019-12-21,,
1442,吴淑华,男,15394881738,jungu@example.com,在职,架构师,技术部,2020-01-11,,
1443,宋杰,男,18146889737,luona@example.org,离职,市场经理,市场部,2019-01-28,2019-12-11,
1444,徐雪梅,女,18058560139,yuanguiying@example.net,在职,人事经理,人事部,2019-04-16,,如果有限完全如何然后.
1445,刘玉,女,18548125639,kxiong@example.org,在职,人事经理,人事部,2019-03-01,,不要个人希望孩子详细.
1446,吴洋,女,13577154480,gaoming@example.org,在职,市场经理,市场部,2015-06-18,,
1447,程桂兰,男,13978831235,jundu@example.net,在职,销售代表,销售部,2018-12-05,,设计学习论坛阅读.
1448,王成,女,15136400085,yongzheng@example.org,在职,市场经理,市场部,2014-02-20,,最后只有回复活动具有感觉所有实现.
1449,黄淑珍,女,14583656959,gangqian@example.com,在职,后端工程师,技术部,2014-08-31,,
1450,胡莉,女,13457834319,zengxiulan@example.org,在职,市场专员,市场部,2016-07-30,,
1451,蒋超,女,15869308588,tao44@example.net,离职,架构师,技术部,2019-03-20,2020-04-26,参加标准人员.
1452,胥利,男,15081576202,dyan@example.net,离职,人事经理,人事部,2018-07-12,2019-11-06,发表成功音乐设计说明.
1453,黄成,男,18025607083,cqian@example.net,离职,财务主管,财务部,2016-08-28,2019-01-10,
1454,胡秀云,女,18977900765,vfan@example.org,在职,测试工程师,技术部,2016-09-12,,
1455,江娟,女,13670995519,li39@example.org,在职,销售经理,销售部,2015-01-22,,
1456,孔建华,女,13313263256,jing79@example.com,在职,市场专员,市场部,2014-11-11,,
1457,王利,女,13367799903,jiemeng@example.net,在职,市场专员,市场部,2016-05-11,,
1458,柴晶,女,14597147292,yang92@example.net,在职,人事经理,人事部,2017-09-11,,方面发现一次同时中文文章一般.
1459,林斌,男,15321930834,lei45@example.com,离职,销售经理,销售部,2014-04-07,2016-05-27,
1460,李平,女,13921159759,junmao@example.net,在职,出纳,财务部,2013-09-29,,
1461,陈琳,男,18750652349,jun98@example.com,在职,HR专员,人事部,2013-07-16,,
1462,那金凤,女,15542242952,pjiang@example.com,在职,销售经理,销售部,2020-10-16,,一点出来是一目前通过能力由于其他.
1463,徐建国,男,15239976631,wye@example.com,在职,测试工程师,技术部,2017-03-01,,
1464,段华,男,13407235539,csu@example.net,在职,市场经理,市场部,2019-09-28,,
1465,狄建军,男,15521324304,jingwang@example.net,在职,前端工程师,技术部,2015-04-21,,
1466,姚颖,女,13689436770,vqiu@example.net,在职,后端工程师,技术部,2016-05-05,,
1467,梁杰,男,13066761076,tliao@example.net,在职,市场专员,市场部,2018-05-14,,
1468,崔萍,男,13586551344,qinchao@example.com,离职,出纳,财务部,2016-06-20,2020-08-28,等级网络成为联系.
1469,赖健,女,18857824285,apeng@example.com,在职,出纳,财务部,2020-12-30,,
1470,吴婷,男,18224348646,gang54@example.net,在职,前端工程师,技术部,2018-11-07,,学习如此回复出现.
1471,何坤,女,18598578020,pinglin@example.org,在职,会计,财务部,2017-07-28,,
1472,刘超,女,15081969809,ltan@example.net,离职,财务主管,财务部,2013-10-29,2017-12-26,
1473,王艳,男,13514212610,dren@example.net,在职,市场经理,市场部,2017-08-29,,
1474,徐慧,男,13017936274,kxue@example.net,离职,市场经理,市场部,2020-01-05,2020-04-11,
1475,张鹏,女,14704194573,wzeng@example.com,离职,销售经理,销售部,2018-08-08,2018-11-26,
1476,陈娟,男,18755993192,chaolong@example.net,在职,HR专员,人事部,2020-08-06,,然后两个选择国家要求.
1477,王敏,女,13386207391,guiyingdeng@example.com,在职,会计,财务部,2018-09-15,,
1478,王军,男,18161773961,baimin@example.com,在职,市场专员,市场部,2015-09-12,,
1479,田林,男,13230780106,ytan@example.net,在职,人事经理,人事部,2016-02-19,,
1480,陈金凤,女,18743684870,xiuying21@example.org,在职,前端工程师,技术部,2018-03-16,,
1481,秦桂花,女,18614652233,qianggong@example.org,在职,HR专员,人事部,2016-12-24,,
1482,石林,女,13654319474,lei68@example.net,在职,测试工程师,技术部,2017-12-12,,
1483,靳英,男,15379962375,baiwei@example.net,在职,HR专员,人事部,2019-12-03,,
1484,宋萍,男,15909475263,hpeng@example.org,在职,市场专员,市场部,2018-11-06,,
1485,彭阳,女,13083004878,mlong@example.net,在职,销售代表,销售部,2013-06-07,,
1486,吴海燕,女,14783836103,li58@example.com,在职,人事经理,人事部,2019-01-16,,
1487,方玲,女,18874196295,zhangyong@example.net,在职,前端工程师,技术部,2015-09-26,,
1488,刘伟,女,18011597965,wei80@example.org,在职,架构师,技术部,2014-02-21,,
1489,熊辉,男,18818205604,ping97@example.org,离职,人事经理,人事部,2014-07-28,2019-02-11,国内国际投资深圳公司.
1490,黄璐,女,13400606051,yong11@example.com,在职,架构师,技术部,2017-02-11,,
1491,李宇,男,13413129955,minglu@example.net,在职,销售代表,销售部,2014-01-08,,
1492,卫建军,女,15800566771,ming49@example.org,离职,销售代表,销售部,2017-11-12,2020-09-02,
1493,陈东,男,18130686590,tao20@example.net,在职,测试工程师,技术部,2015-07-03,,
1494,杨敏,女,18567411276,yxue@example.com,在职,市场专员,市场部,2020-03-08,,
1495,熊林,女,14570139079,yren@example.com,离职,测试工程师,技术部,2013-11-11,2018-01-30,您的女人一下实现以及社区首页.
1496,唐玲,男,15884174195,yaoming@example.org,离职,销售经理,销售部,2016-11-04,2019-09-30,
1497,叶东,男,13297314154,qyin@example.org,在职,市场专员,市场部,2016-01-25,,其他知道女人登录可是得到一点如果.
1498,谢佳,男,15900566172,suxia@example.com,在职,销售代表,销售部,2019-05-21,,主要质量要求学校应该政府没有.
1499,袁斌,男,15081859723,guiying94@example.com,在职,出纳,财务部,2014-04-29,,
1500,郭辉,女,15067706069,qianglu@example.org,在职,测试工程师,技术部,2017-09-08,,起来的话那个留言.
1501,王兵,女,13015798003,taowei@example.net,在职,架构师,技术部,2019-05-21,,
1502,姚秀兰,男,14575925597,yangliu@example.net,在职,HR专员,人事部,2014-07-21,,
1503,蔡丽丽,男,13151459825,jinjie@example.net,在职,会计,财务部,2017-12-23,,状态生产关系生活上海责任很多.
1504,孙淑华,女,15878279376,liaogang@example.com,在职,人事经理,人事部,2018-11-03,,
1505,杨宇,女,13810785565,ping48@example.org,在职,测试工程师,技术部,2014-02-05,,
1506,罗淑华,女,15250835601,taodu@example.net,在职,市场经理,市场部,2015-12-15,,
1507,王小红,男,15843547672,taolei@example.net,离职,市场专员,市场部,2014-04-19,2018-05-14,
1508,张秀梅,男,13189252024,fangqiang@example.net,在职,市场专员,市场部,2016-09-05,,
1509,刘宁,男,15015786308,wei26@example.net,在职,后端工程师,技术部,2013-10-02,,
1510,丁晶,男,15145083372,chaozhang@example.org,在职,会计,财务部,2017-07-02,,处理网站不要准备部分今年.
1511,王桂芝,男,18878336075,xiuying28@example.org,在职,销售代表,销售部,2016-11-04,,国家论坛一次就是大小全部.
1512,王淑兰,女,13290768311,mengyang@example.net,在职,会计,财务部,2018-08-22,,
1513,黄飞,男,13863198548,dengxiuying@example.com,在职,前端工程师,技术部,2016-03-18,,
1514,陈伟,男,14553733563,duchao@example.net,在职,市场经理,市场部,2013-12-27,,
1515,林颖,男,15568031880,nyi@example.net,在职,会计,财务部,2020-06-20,,
1516,孙梅,男,15289596910,xia52@example.org,在职,市场专员,市场部,2019-12-16,,
1517,何霞,男,18010416542,cliao@example.net,在职,财务主管,财务部,2016-06-25,,
1518,曾梅,男,18849542786,gang41@example.org,在职,销售代表,销售部,2014-02-14,,
1519,陈辉,男,13359345385,gongyan@example.com,在职,HR专员,人事部,2013-09-15,,
1520,徐英,女,13044956554,yan48@example.com,在职,市场经理,市场部,2017-08-15,,
1521,何阳,女,13566988476,juan38@example.org,在职,架构师,技术部,2017-05-16,,
1522,杨畅,男,14513235821,ping97@example.com,在职,市场经理,市场部,2018-08-14,,
1523,谢楠,女,13321195985,xiulan25@example.net,在职,财务主管,财务部,2015-07-06,,
1524,陈桂英,女,13503057665,huangwei@example.com,在职,销售代表,销售部,2016-07-07,,
1525,张畅,女,13986611013,junxia@example.org,离职,架构师,技术部,2017-12-12,2020-05-15,
1526,陈莉,男,13495988727,qianming@example.net,在职,HR专员,人事部,2017-07-25,,
1527,杨玲,男,18828518057,qfu@example.com,在职,HR专员,人事部,2020-07-02,,人员广告准备会员显示运行.
1528,颜帆,女,15024199277,leiluo@example.com,在职,销售经理,销售部,2017-04-05,,
